,Content,Lang,Leng,Portal,Channel
2607," Jeśli jesteś osobą początkującą w sporcie to prawdopodobnie będziesz odstawą od grupy siłą rzeczy Więc my ułożyliśmy proces w taki sposób, że moment w którym wyciskasz ostatnie pompki to nie jest moment gdzie cała grupa stoi i czeka Bo ty się opierdzielasz bo jesteś słaby tylko trener do ciebie podchodzi i zaczyna cię dopingować Za trenerem podchodzą inni bo trener daje wzorzec i nagle moment teoretycznie nieprzyjemny bo odstajesz staje się momentem zajebiście dużego dopingu całej grupy tej konkretnej jednostki I to jest rzecz bezkosztowa, ale ona wymagała tego żeby pomyśleć co zrobić żeby było fajnie a nie że wstawiamy nowy sprzęt, nową klimatyzację i no i generalnie jakoś to będzie",pl,693,ytshorts,PrzygodyPrzedsiębiorców
2608," Z kim najchętniej przyprowadziłbyś debatę? Gdybyś tylko na taką możliwość. Z Donaldem Trumpem. A najchętniej to po takim drinku praw do mówności, bo chciałbym się paru rzeczy dowiedzieć. Przede wszystkim czy był aktorem, czy graczem. Bo to jest bardzo trudne przy tym człowieku do odczytania.",pl,293,ytshorts,PrzygodyPrzedsiębiorców
2609," jak mam rozmowy kwalifikacyjne, to potencjalni pracownicy, kandydaci się pytają bardzo często, czy tu jest tak jak rzeczywiście piszemy na Facebooku, że jest. Xd. Między innymi. No i mówimy, że tak, rzeczywiście są takie, takie rzeczy. Rzeczywiście jest to playstation, rzeczywiście jest dużo imprez firmowych, na których jest bardzo dużo, bardzo dobrego piwa. Potwierdzamy, że rzeczywiście tak działa, tak to prawda. Obsługujemy celebrytów, obsługujemy tego rodzaju firmy. Można z takim człowiekiem się potem spotkać, wziąć sobie autograf. To wszystko rzeczywiście jest. Więc to jest takie pewne budowanie wizerunku firmy młodej, nowoczesnej, która ma trochę zupełnie inne podejście do pracy, do marketingu niż konkurencja.",pl,725,ytshorts,PrzygodyPrzedsiębiorców
2610," Jeżeli państwo nagle zaczęłoby dopłacać tym ludziom do rat, oznacza to, że zabiera pieniądze tobie, mi, milionom ludzi, którzy płacą podatki, którzy mają jakieś oszczędności i przekazuje te pieniądze osobom, którzy mają kredyty, w których raty owszem wzrosły, ale których kredyty nadal się dewaluują, bo są oprocentowane niżej niż inflacja. W najbliższym roku, w kolejnym, ceny nieruchomości nie muszą wzrosnąć, ale w wyniku inflacji długoterminowej rosną ceny wszystkich aktywów wyrażonych po prostu w walucie, która systematycznie traci na wartości i ich kredyty są coraz mniej warte. Jeżeli masz przykładowo 100 tysięcy kredytu, ale zarabiasz 5 tysięcy złotych, to jest coś zupełnie innego niż 100 tysięcy złotych, kiedy zarabiasz 10 tysięcy tylko dlatego, że w wyniku inflacji wzrosło twoje wynagrodzenie.",pl,810,ytshorts,PrzygodyPrzedsiębiorców
2611," Dobre case study nie mówi ci tylko o wynikach, dobre case study mówi ci jeszcze dwie rzeczy. Po pierwsze pozwala ci zrozumieć czy ta firma jest dla ciebie. Na przykład dobre case study zaczyna się w stylu firma produkcyjna mająca problem z generowaniem leadów z internetu z uwagi na nieprzemyślaną strukturę lejków marketingowych i przyszła do nas, bla, bla, bla. Czyli czytasz sam początek i czytasz o sobie i mówisz o to jest dokładnie jak ja. Mamy rozpiedziel w marketingu i generujemy chaotyczne leady i nie odpowiadają na telefony. Czyli pierwszym elementem to jest to, że ono pokazuje czy ty jesteś bail persona na tej organizacji i pozwala ci poczuć tak. Ta firma pracuje z takim segmentem jak... Drugi element case study, dobry, to jest tak naprawdę, że ono się wpisuje w formułę było x zrobiliśmy y, wyszło z. I tak naprawdę nieistotne jest tylko wyszło z, ale przede wszystkim zrobiliśmy y. Co się zadziało? Jakie wyglądają procesy? Bo to buduje poczucie, że wiesz co robisz. To jest powtarzalne, że to samo odróżysz u nas.",pl,1034,ytshorts,PrzygodyPrzedsiębiorców
2612," Pamiętajmy, że wojny, sojusze najczęściej powstają z jednego powodu, z powodu kasy. Kasa rządzi światem co najmniej od XVII wieku, jeżeli mówimy o takim stricte ekonomicznym. Fajnie, że na to pomaga. W Ukrainie i tak ma być. Natomiast niestety historycznie, alianów historycznych mieliśmy naprawdę całą masę. Ostatni alian, nie chcę powiedzieć, że się skończył pod Grunwaldem, gdzie wojska litewskie, rosyjskie i polskie przeciceliły się najistcy. Ale być może 1410 to jest ostatnia dobra bitwa i ostatnie dobre bitwy. Natomiast alianse, które były później, słuchajcie, no co tu dużo mówić, obroniliśmy Wiedeń i pół Europy przed Turkami. A za 100 lat już od tego samego, kogo obroniliśmy, nie mieliśmy kawałka ziemi. I to dużego kawałka ziemi naszej Galicji.",pl,759,ytshorts,PrzygodyPrzedsiębiorców
2613," Była raz taka akcja, że tam ogłosiliśmy, że mamy nowego partnera. To były tam klimaty logistyczne, tylko o ile mogę powiedzieć. I jak to ogłosiliśmy, to tam Waldek, wiesz, dorzucił do pieca, że w ogóle jak taka firma, to tam, że no, od najgorszych wyzywał. I ja potem, jak byliśmy na tym eventzie skuterowym, to się go pytam, a propos tej sytuacji. Bo tam akurat ta firma mu uszkodziła przesyłkę po prostu, nie? I on mówi, no słuchaj, tam no generalnie nie chcieliśmy wypłacić żadnego odszkodowania, więc tam przysłali mi jakieś tam za toś uczynienie. To było chyba tam 11 czy 12 złotych. Jakaś taka absurdalnie niska cena, nie? Że tam po prostu zwrócili mu koszt samej przesyłki. Wiesz co on zrobił? Wziął te pieniądze, włożył do kopelty, na kamce napisał, wstaćcie sobie w dupę i wysłał z powrotem do trzajstwa. Ja zwariowałem, nie? Zwariowałem.",pl,848,ytshorts,PrzygodyPrzedsiębiorców
2614," Wskaż obszary, w których jesteś zajeb... głupi. Jestem w tej początkowej fazie Zosia Samosia. Dziś jak popatrzę na ten mój biznes do tyłu, to wiem, że masę rzeczy, którą zrobiłem niepotrzebnie, w sensie poświęciłem tysiące godzin, mogłem poświęcić, ok sprawdzić na zasadzie. Każdy facet podobną powinien wymienić raz olej w silniku, żeby zobaczyć na czym to polega, ubrudzić się raz, wiedzieć dlaczego mechanik później bierze od ciebie pieniądze. I to jest na tej zasadzie w nieruchomościach fajnie było zrobić na początku, polatać z wałkiem, skręcić meble i tak dalej, ale po co skręcić 40 kuchni? Nie musiałem tego robić, jak bardzo dużo czasu dziś z tej perspektywy, można by powiedzieć, zmarnowałem na to. Dziś mi się wydaje, że ja nie marnuję czasu, że ja świetnie optymalizuję czas, ale jestem przekonany, że jak za dwa lata spojrzę na to, co robię dziś, to nie, no serio? Musiałeś na to czas poświęcać, nie?",pl,915,ytshorts,PrzygodyPrzedsiębiorców
2615," Włażę, że nie wzrośnie i nie wzrosną stopy do takiego poziomu, pod warunkiem, że nie będziemy mieli w Polsce konfliktu zbrojnego. Co więcej myślę, że czeka nas jeszcze jedna i mniejsza podwyżka stu procentowych, tak jak Dla Pińskich-Laplnał. Wtedy, kiedy nie wiedział, że był nagrywany. Tylko w takich momentach politycy czy bankierzy centralni mogą powiedzieć rzeczywiście, co myślą. Związane jest to z tym, że od jesieni mamy dosyć szybko słabnącą gospodarkę globalną. I to się przełoży na recesję. Moim zdaniem, gdyby w prawidłowy sposób liczyć inflacje, to okazałoby się, że już dawno ta recesja jest i w Stanach Zjednoczonych, i w strefie euro, i między innymi w Polsce. Jak masz recesję, to ludzie mają coraz mniej pieniędzy. Zobacz, co się stało w ciągu ostatnich sześciu miesięcy. Bardzo wzrosły rachunki za front, za paliwo, za żywność.",pl,846,ytshorts,PrzygodyPrzedsiębiorców
2616,"["" W książce o Google'u Erika Schmidt'a jest taki fragment, gdzie on opisuje swoją rozmowę z pracownikami. Google zatrudnia bardzo kompetentnych, ambitnych, chcących się rozwijać ludzi. Siłą rzeczy część z tych ludzi chce założyć swoją firmę. Oni wtedy idą do swojego przełożonego, mówią, że niestety odchodzę, bo zakładam swoją firmę. I co robi przełożony? Zadaje mu pytanie. Skąd weźmiesz pieniądze, pracowników, klientów? Jaką kulturę organizacyjną będzie kształtował w swojej własnej firmie? Ci ludzie często wtedy nie wiedzą, w związku z czym dowiadują się, że to może jeszcze na tym bardziej pomysł, bo tam będą różne problemy. Zostały u nas jeszcze 6 miesięcy. Jeżeli przez te 6 miesięcy okaże się, że znajdziesz rozwiązania tych problemów, to z przyjemnością cię puścimy, a być może nawet w twoją firmę zainwestujemy, jeżeli będziesz miał bardzo rzeczywiście dobry pomysł. To, że oni chcieli inwestować w firmy swoich pracowników, którzy odchodzą, to jest jedno. Ale drugie, że to jest jedno podstawowe pytanie. Jaką będziesz miał kulturę organizacyjną?""]",pl,1063,ytshorts,PrzygodyPrzedsiębiorców
2617," Wczoraj rozmawiałem z kolegą przedsiębiorcą, on w początku roku zapłacił 3,5 miliona podatku dochodowego i jedna kontrola wychodzi i wpada mu kolejna. I tak mówi z non stop. Bo widocznie zarabia za dużo jak na tak małą firmę. Czy takie kontrole chodzą do korporacji? Nie. Dzisiaj że jesteśmy spadkobiercami tego dobrobytu, które zostało zbudowane w Europie Zachodniej po II wojnie światowej. Odcinamy jeszcze kupony, które jeszcze są. Tak, ale reszta świata nas goni bardzo.",pl,475,ytshorts,PrzygodyPrzedsiębiorców
2618," Grupa rówieśnicza, gdzie najbardziej występuje w szkole. To, co my planujemy, to jest edukacja domowa. I edukacja domowa nastawia się na kontakt z dziećmi starszymi i młodszymi. To nie jest tak, że dzieci siedzą w domu i są tylko zamknięte, tylko bardzo często wychodzą na różne zajęcia. Rodzice się zrzeszają, to jest grupa edukacji domowej, i wspólnie prowadzą zajęcia. I bardzo często to jest tak, że te grupy nie są dobrane właśnie rówieśniczo, albo zainteresowaniem, albo danym tematem. Dzieci od starszych się uczą dużo w ten sposób, a młodszymi się w jakiś sposób opiekują. Teraz wiele osób mówi, że szkoła uczy zdolności społecznych i to nie jest wcale takie dobre. Wskazuje się, że są amerykańskie badania, które pokazują, że dzieci z edukacji domowej mają dużo bardziej rozwinione zdolności społeczne. Nie zobraźmy sobie, że my siedzimy w szkole od dzwonka do dzwonka, jak pies Pawłowa, jesteśmy szkoleni. Są badania rezonansem funkcjonalnym mózgu, że dziecko w szkole ma podobne aktywne obszary jak więzień w więzień.",pl,1029,ytshorts,PrzygodyPrzedsiębiorców
2619," Bardzo zachęcałem, zachęcam i jeszcze raz będę zachęcał zawsze Polaków do kupowania polskich obligacji. One są bezpieczne, a przede wszystkim to jest też dobrze dla państwa polskiego, jeżeli Polacy kupują polskie obligacje. Mogłem teoretycznie, nie wiem jak inni, inwestować gdzieś na giełdzie, spekulować za granicą. Zainwestowałem w polskie obligacje, to chyba jest najlepsza inwestycja.",pl,390,ytshorts,PrzygodyPrzedsiębiorców
2620,"["" Czasami zysk z inwestycji jest pewny jak to, że niedługo zostanie zmienione prawo podatkowe, a czasami bardziej prawdopodobne odzysku jest to, że spotkamy Michael'a Jordana w osiedlowej biedronce. Stop it! Przekonał się o tym dość boleśnie bardzo znany amerykański youtuber KSI, który zaledwie kilka dni temu zainwestował 3 miliony dolarów kryptowalutę o nazwie Luna. Niestety nie wybrał dobrego momentu, ponieważ Luna poleciała na łeb na szyję i w przeciągu zaledwie 24 godzin jego 3 milion dolarów zamieniło się w ledwie ponad 1000 dolarów. Aaaa shit shit shit shit! Dwa światowe super umocnictwa czyli Stany Zjednoczone oraz Chiny rywalizują ze sobą już nie tylko na Ziemi, ale także w przestrzeni kosmicznej. Stawką są wielkie pieniądze pochodzące z wydobycia minerałów jakie zawiera nasz naturalny satelita. A wedle naukowców Księżyc zawiera bardzo dużej ilości Helu-3 czyli pierwiastka, który prawdopodobnie będzie odpowiadał za kolejną rewolucję w energetyce. Rywalizacja oczywiście jest potrzebna, natomiast politolodzy boją się trochę, że może to napędzić kolejny wyścig zbrojeń.""]",pl,1093,ytshorts,PrzygodyPrzedsiębiorców
2621," To już dzisiaj powinienem być taki obojętny na to, że są ludzie tacy, a nie inni. To do czego wyszliśmy. Nie mogę się na nich obrażać, że nie rozumieją pewnych rzeczy. I to wygrało, bo nauczyłem się pierwszy raz rozumieć, że ktoś nie musi wiedzieć o marihuanie nic. Tak samo jak ja, nie muszę niczego wiedzieć na temat tego, jak jest skonstruowany jakiś element do rakiety.",pl,374,ytshorts,PrzygodyPrzedsiębiorców
2622," ceny czynszu rosną ponieważ do naszego kraju przyszło milion, dwa miliony nowych mieszkańców i teraz potencjalnie musisz wziąć pod uwagę to, że jeżeli taki konflikt zbrojny się zakończy no to ci ludzie mogą wrócić do siebie. Mogą, nie muszą, ale oczywiście jako inwestor musisz tego typu rzeczy zakładać i wtedy cena czynszu może zejść niżej. Potencjalnie polski rząd zastanawia się nad tym, czy na przykład nie opodatkować dodatkowo pustostanów. Chociażby jeżeli nawet ty nie będziesz miał takich pustostanów, inni mogą mieć i teraz mogą takie nieruchomości wyrzucać na rynek. Może się okazać, że na przykład niektórym za chwilę będzie bardziej opłacalne trzymać pieniądze na koncie w banku niż urzarać się znajemcom chociażby wynajmując takie mieszkanie przy wysokich stopach procentowych. No i w tym momencie możemy mieć spadki cen nieruchomości.",pl,850,ytshorts,PrzygodyPrzedsiębiorców
2623," Zmiany w polskim rządzie. Jarosław Kaczyński odchodzi z rządu. Jego przeciwnicy po tym zdaniu zapewne zdążyli chwycić za szampany, ale nie powinni jeszcze ich otwierać. Szef PiS skupi się teraz na wzmocnieniu partii. Całą zimę łapatem! A zatem co się zmieni? Cóż, to dobre pytanie. Kolejne rekordy Bitcoina. Świat kryptowalut przyzwyczaił nas do tego, że Bitcoin bije rekordy. Z ostatnich rekordów jednak nie ma powodu do dumy. Według szacunków Glassnote, zrealizowane straty posiadaczy Bitcoinów sięgnęły 7,3 mld dolarów. Przypomnijmy, w minionym tygodniu kryptowolta zanurkowała poniżej poziomu 20 tysięcy dolarów. Możemy się tylko domyślać, jak zareagował na to skromny 90-letni miliarder z Omaha.",pl,701,ytshorts,PrzygodyPrzedsiębiorców
2624," Dzisiaj, jeżeli w ogóle myślimy, jak się skończy ta wojna, to się zastanawiamy, czy Rosjanie obgryzą cały Lugańsk, czy kawałek tego kregu lugańskiego. Co na wschodzie, co z Krymem, no to jest teraz horyzont naszych rozważań, prawda? To pokazuje, że te cele rosyjskie po prostu się załamały i Rosjanie teraz zastanawiają się, co mogą zrobić w tej sytuacji. No więc to jest zupełnie inna sytuacja niż była w 1939 roku.",pl,417,ytshorts,PrzygodyPrzedsiębiorców
2625," Jeden przedsiębiorca prowadził bardzo fajnie prosperujący biznes. Cały majątek wprowadzony jest w firmę, a tam pieniądze są po prostu w obrocie. Człowiek rozchorował się, potrzebował około pół miliona złotych na leczenie. Oczywiście ma te pieniądze, ale nie na koncie prywatnym. Majątku prywatnego nie chce wyprzedawać, co wyciągnąć kasę z firmy, ze spółki. To już było po Nowym Ładzie. Nagle okazuje się, że by wyjąć pieniądze ze spółki, to nie tylko, że tą spółkę zabijasz, bo nie masz pieniędzy na obrót, to jeszcze musisz zapłacić PIT i zapłacić składkę zdrowotną. I nagle tak naprawdę wyciągasz pół miliona, zabijasz firmę, 100 tysięcy masz w tych kosztach, a za 100 tysięcy możesz się ubezpieczyć o podkórek. Więc to są takie rzeczy, o których wydaje mi się, że każdy przedsiębiorca wyjściowo powinien pomyśleć.",pl,818,ytshorts,PrzygodyPrzedsiębiorców
2626," Kiedyś pamiętam, ktoś powiedział takie zdanie, starszej daty człowiek, że po co w ogóle chodzi z tą motywacją? Za moich czasów nie było człowiek już tego jak motywacja. Jak trzeba było iść wydoić krowy, to po prostu się szło i się jej doiło. Nikt się nie zastanawiał, czy ma dzisiaj ochotę, czy mu się chce, czy może jutro to zrobi. I w sumie to my dzisiaj za dużo o tym mówimy, a za mało faktycznie skupiamy się na podstawach. Bo co to znaczy motywować handlowca? To znaczy, że człowiek, który pracuje 20 lat w twoim biznesie, zapomniał, że potrzebuje pieniędzy, żeby kupić dziecku rowerek, albo żeby wysłać go na kolonie, albo żeby żonie kupić kosmetyk, albo sobie za tym kładąć auto, co on zapomniał, że potrzebuje pieniędzy zarabiać?",pl,738,ytshorts,PrzygodyPrzedsiębiorców
2627," Ile lat już nie bierzesz? No prawie 13. Jeśli dożyję to to 2 stycznia będzie 13 lat. Jak nie biorę i nie piję. Co byś powiedział ludziom, którzy są w sytuacji takiej, w której ty byłeś 13 lat temu, ale jeszcze nie mieli tego kliku, nie widzieli tej rodziny, którą mijają na dna te ptaków, która jest szczęśliwa, a oni niekoniecznie? Problem uzależnienia jest na tyle złożony, że ciężko. Każdy ma własne dno. Problem jest tym, że każdy ma własne dno. Znam ludzi, którzy zatrzymali się dopiero po 20 latach. Ja znam takich, którzy nie mieli szansy się zatrzymać nawet po 3 latach, bo po prostu już nie żyją. Każdy ma własne dno. Ja uważam się gdzieś tam za człowieka inteligentnego i po prostu uświadomiłem sobie to w miarę szybko, że po prostu mi już więcej nic nie stało. Ale to też dzięki temu, że chodziłem na mitingi, gdzie to nie jest terapia, tylko dzielisz się własnym doświadczeniem. Nikt cię nie ocenia. Możesz mówić tylko o własnych doświadczeniach, poglądach i przeżyciach. Nie możesz teoretyzować i pleść jakichś bzdur po prostu wyssanych z palca, że ja uważam, że tobie by to pomogło, bo słyszałem, że gdzieś tam to komuś pomogło.",pl,1143,ytshorts,PrzygodyPrzedsiębiorców
2628," Generalnie ludzie mają dwa problemy. Jak mogę coś zacząć albo jak mogę coś przestać. Generalnie tak to wygląda. Prawda? To są takie dwie grupy problemów. Natomiast jeżeli chodzi o przeszkody. Wiesz, te przeszkody mają... Te przeszkody mają... No, mówię teoretycznie, ich liczba jest nieograniczona, ale tak naprawdę jest jakby jeden wspólny mianownik. I to jest właśnie często życie w dogmacie i założenie, że potrzebujesz być jakiś, w jakiś sposób się czuć, żeby coś zacząć robić, żeby coś kontynuować i tak dalej, i tak dalej. To tak w wielkim skrócie. Już pomijając kwestię, że przynajmniej potrzebujesz mieć kompetencję, ale naprawdę zdobywasz się przez to, że zaczynasz coś robić. Nikt się nie rodzi z kompetencjami generalnie. Nawet geniusze, na przykład muzyczni, muszą się nauczyć grać na tym instrumencie. Oni się nie rodzą z umiejętnością grania.",pl,857,ytshorts,PrzygodyPrzedsiębiorców
2629," Jeszcze długo nie stworzymy polskiego samochodu elektrycznego. Dlaczego? Dlatego, że pierwsze dwa lata zmarnowano i dopiero w pewnym momencie zorientowano się, że jednak Polska w branży automotyw jest bardzo silna, więc my mamy kadry dyrektorów, przecież bardzo dużo firmy produkuje, jest łańcuchu dostaw dużych korporacji, więc jakby kompetencje, jak budować sobie wartość i ten łańcuch, żeby ten produkt końcowy na rynek trafił, właśnie do patriotów, którzy wolą wybrać Izerę polską, a niekoniecznie Volkswagen ID.3, oczywiście tutaj dla przykładu to mówię, nie wypalił. Dlaczego? Że za późno to zrobiono i co się okazało, że kontraktacja litu i tego co jest potrzebne do akumulatorów już została zamknięta. Największe fabryki akumulatorów mają kontrakty do 2030 roku.",pl,771,ytshorts,PrzygodyPrzedsiębiorców
2630," Wiesz, że niektórzy się boją studentów? To jest w ogóle niesamowite. A już studentów zagranicznych? Wiesz, ile osób się boi wynajmować mieszkanie studentów zagranicznych? Zupełnie irracjonalne. A to jest po prostu nasz sposób na to, żeby znowu zmaksymalizować potencjał mieszkania. Pamiętasz, jak ci mówiłem o liczniku w rentowności, nie? Przychód, masz ilość pokoi razy przychód z pokoju. I teraz znowu musisz w tym liczniku zmaksymalizować i ilość pokoi, i przychód per pokój. Per pokój mamy 200 zł więcej niż konkurencja. Ilość pokoi to jest znowu pewien know-how, gdzie trzeba się przełamać. Pamiętasz, mówiłem ci o tym mentalu. Musisz zrozumieć, że w tym mieszkaniu zamiast trzech pokoi możesz zrobić pięć, a może nawet sześć. Zależy, czy jest ustawne. I takie mieszkanie musisz kupować, żeby tam po prostu weszło więcej osób. Bardzo proste, wręcz nudne, ale działające.",pl,876,ytshorts,PrzygodyPrzedsiębiorców
2631," Jeśli chodzi o bawełnę, to podstawowe obszary, gdzie ona jest produkowana na świecie, są już środowiskowo tak zdegradowane, że to już nawet nie chodzi o nasze podejście do środowiska. Po prostu natura przestanie rodzić tą bawełnę w takich miejscach jak Uzbekistan, gdzie po prostu całą wodę, krótko mówiąc, wypiła ta bawełna. Druga część świata, gdzie produkcja bawełny jest bardzo popularna, to jest północno-zachodni część Chińskiej Republiki Ludowej. Jeśli słyszałeś o ujgórach, o obozach koncentracyjnych dla ujgórów, to to są de facto obozy pracy dla przemysłu bawełniarskiego. Później kupujesz sobie bawełnioną koszulkę z napisem Organic, a tak naprawdę niestety 20% światowej bawełny pochodzi z tej prowincji Xinjiang.",pl,726,ytshorts,PrzygodyPrzedsiębiorców
2632," Mam takie poczucie, że słowo śmieciarze jest chyba niewłaściwym słowem, bo on jest z jednej strony pejoratywne, a tak przynajmniej może być odbierany, a z drugiej strony ci ludzie, oni wykonują tak szalenie pożyteczną robotę, że gdyby oni zrobili strike, to momentalnie wszyscy toniemy w śmieciach. To prawda i nie da się wydrukować śmieciarza. On musi zarabiać i to co dostaje musi mu pozwalać kupować dobrej usługi. W momencie, jeśli przestanie, to będzie jakiś scenariusz, o którym mówisz.",pl,493,ytshorts,PrzygodyPrzedsiębiorców
2633," Jak obstawiasz, jak oceniasz co się stanie z obecną partią rządzącą w najbliższym roku biorąc pod uwagę na ilu frontach dzieje się w tej chwili pożar? Wiesz co, to zależy od, zależne jest od wyborców. W naszych prywatnych rozmowach, wiesz co, ja myślę o wyborcach. Wczoraj podczas jakiegoś wywiadu usłyszałem, że w TVP obwiniają Tuska o te wszystkie problemy, puszczają jakieś memy. A skoro to robią, to zakładają, słusznie bądź nie, że to wpłynie na emocje elektoratu PiSu. Więc być może ten elektorat jest w stanie łykać takie bajeczki. Absolutnie nie bronię Tuska, jestem przeciwko niemu tak samo jak jestem przeciwko obecnej władzy rządzącej. Uważam, że są siebie warci. Ale jeżeli używają takiej retoryki, no to jest poziom intelektualny przedszkola, ale być może ona działa.",pl,781,ytshorts,PrzygodyPrzedsiębiorców
2634," Ja bardzo przestrzegam przed factoringiem, bo tak naprawdę jest to zaciągany kredyt bez badania zdolności kredytowej przedsiębiorcy, który jest w ciężkim położeniu i na bardzo niekorzystnych na niego warunkach. Ja tylko powiem też jedno zdanie, które my już obserwujemy patrząc na gospodarkę, mówię już teraz o biznesie, nie o stricte rzeczach prawnych, o których mówił Sebastian. Widzimy zawsze taką fluktuację, że są kredyty u przedsiębiorców, pożyczki pozobankowe, factoringi. Jak już zaczyna się tak, że na rynku jest mało kredytów obrotowych, a zaczynają firmy brać jak najwięcej factoringów, to wiemy, że za momencik będzie problem ogromny w gospodarce. To już jest taki cykl, który obserwujemy drugi raz na poziomie gospodarki, więc myślę, że jak już jest dużo factoringów, mało kredytów, to wiemy, że za momencik na pewno będzie problem w gospodarce i jakiś gruby regres.",pl,880,ytshorts,PrzygodyPrzedsiębiorców
2635," Prywaciarz, badylarz, złodziej. Serio jeszcze tak mówią? Jeśli te określenia do Ciebie nie pasują, bo jesteś dumnym przedsiębiorcą XXI wieku, to 7 października wpadaj na Święto Kapitalizmu i spotkaj się z innymi doświadczonymi przedsiębiorcami. Będą prelekcje, moderowane networking i epickie after party. Zagwarantuj sobie miejsce już teraz i kup bilet.",pl,355,ytshorts,PrzygodyPrzedsiębiorców
2636," Myślę, że od Donalda Tuska mógłbym się nauczyć, jak dużo odpoczywać, bo nie potrafię tego tak robić, jak on. Ten facet jest tym mistrzem. Jak był premierem, to przecież do Gdańska samolotem wracał w środę po południu. Żeby tydzień pracy skończyć w środę po południu, to naprawdę bym tak nie potrafił. To może chciałbym się trochę odpoczywać, nauczyć od niego. Natomiast od Jarosława Kaczyńskiego... Może kontaktować się ze starszym elektoratem, bym chciał się od niego nauczyć.",pl,478,ytshorts,PrzygodyPrzedsiębiorców
2637," Ogląda nas w tej chwili Rafał Zaorski. Pozdrawiamy Rafała. Pozdrawiam Rafała. I pytania ze strony ludzi, czy byłbyś otwarty na debatę z Rafałem. Jasne, nie ma problemu jeżeli chodzi o debatę z Rafałem, tylko ja myślę, jak Rafał oglądasz, to będę do ciebie to kierował. Myślę, że tutaj bardzo mocno podchodzisz do wszystkich ludzi tak jakby byli traderami. Zauważyłem to, że traderzy patrzą na innych ludzi przez pryzmat bycia traderem, natomiast nie biorą pod uwagę tego, że ktoś może być np. inwestorem długoterminowym. I dużo rzeczy, które np. mówi Rafał też fajnie byłoby wyjaśnić, ponieważ on mówi to jakby od strony bycia traderem, gdzie to w ogóle nie musi się tyczyć człowieka, który inwestuje chociażby w kryptowaluty długoterminowo. Z samym Rafałem są rzeczy, w których się zgadzam jak najbardziej. Podziwiam też za wiedzę historyczną, bo tutaj trzeba powiedzieć, że Rafał ma ogromną, ale to ogromną wiedzę historyczną. Rafał prosi żeby podkreślić, że nie jest traderem, jest spekulantem. Okej, spekulant, ale w każdym razie bardzo fajny.",pl,1048,ytshorts,PrzygodyPrzedsiębiorców
2638," Kiedy tak sobie rozmawiam właśnie ze swoją ekipą, to mówię im, że bycie generalnie osobą na takim stanowisku, jak jakiś samodzielny specjalista od czegoś, jest bardzo trudną rolą. Bo musisz ogarnąć to strategicznie, musisz bardzo często to wykonać, musisz mieć kompetencje analityczne, żeby być w stanie wyciągnąć wnioski z rzeczy, które robisz i do tego jeszcze musisz mieć kompetencje zarządcze, czyli umieć przekazać komuś to, co od niego chcesz, zaadresować prace firm zewnętrznych, współpracę międzydziałową itd. To jest robota dla kilku, jak nie kilkunastu osób przy pewnej skali biznesowo, wiadomo, że każdy jest one army gdzieś, ale im większa firma tym bardziej staje rozwleczony i zwykłe wysłanie maili pięciu osobom albo zrobienie pięciu spotkań jest już trudne. I bardzo często na przyjdzie są takie sytuacje, że jest sobie specjalista nawet wysokiej klasy merytorycznej, który nie daje rady nie z powodu braków merytorycznych, ale z powodu braku na przykład albo wsparcia, albo braku kompetencji czysto zarządczych.",pl,1029,ytshorts,PrzygodyPrzedsiębiorców
2639," Zarobić można na wszystkim. Jeżeli dzisiaj sobie wymyślisz, że chcesz robić masło, to można zarobić na maśle. Jest od cholery mleczarni i filmy tego. Kupę masła, wchodzisz do sklepu ten. Ale ty sobie wymyślisz, nie wiem czemu, że kurwa chcesz to robić masłem, bo twoja babcia robiła. I żadne te masło nie smakuje tak jak tej twojej babci. Masło z konopiami bym chciał. Albo z konopiami chcesz. I sobie wymyśliłeś. I to będziesz robił. To najpierw możesz rozwijać ten interes. Nie wiem, będziesz gdzieś tam wynajdywał zdrowe krowy, robił tego, sprzedawał na przykład to masło do restauracji, bo ono będzie cholernie drogie. Ale ty tylko restauratorów przekonasz, że ono jest 5 razy lepsze niż jakiekolwiek najlepsze masło w sklepie i że oni muszą tylko kupić od ciebie. A potem kiedyś tam może będziesz miał kupę krów i w końcu dojdziesz do wniosku, że jednak trzeba im dawać gówno do jedzenia, bo trzeba kupę szmalu zarabiać. Ale na każdym interesie można zarobić, jeżeli po prostu go prowadzisz do stanu i dużo pracujesz. To są takie najprostsze rzeczy.",pl,1055,ytshorts,PrzygodyPrzedsiębiorców
